"編號",附議時間,居住縣市,鄉鎮市區,附議人匿稱,附議原因
No.1,2018-05-24 09:01:02,新竹縣,竹東鎮,李郁涵,
No.2,2018-05-24 13:41:29,新北市,板橋區,666,
No.3,2018-05-24 18:54:59,新竹縣,竹北市,Claire,大家一起動動手指，救救臺灣人的健康吧！
No.4,2018-05-24 19:04:40,臺中市,潭子區,花花,
No.5,2018-05-24 19:07:48,新竹縣,竹北市,李,
No.6,2018-05-24 19:14:30,高雄市,楠梓區,陳先生,
No.7,2018-05-24 19:25:13,雲林縣,西螺鎮,天將降大任於斯人也,
No.8,2018-05-24 19:39:15,臺南市,左鎮區,Amily,
No.9,2018-05-24 19:48:24,屏東縣,枋寮鄉,露雅妮,支持對的提案。
No.10,2018-05-24 23:47:48,苗栗縣,竹南鎮,kartd,
No.11,2018-05-25 01:31:52,新北市,新莊區,cheng,
No.12,2018-05-25 07:36:51,新竹縣,竹北市,Kelly,
No.13,2018-05-25 09:23:48,臺北市,松山區,季,"我已經是一個肺癌的患者，對於空氣污染 深受其害 大自然的空氣已經被工業化的生活汚染了。如何還給下一代一個生存環境，今天不做，明天會後悔。
補助金額是治標，減少污染才是當務之急。"

